,vm_id,timestamp,cpu_usage,memory_usage,network_traffic,power_consumption,num_executed_instructions,execution_time,energy_efficiency,task_type,task_priority,task_status
78,8208bb7a-34bc-40cd-800a-43bf5fe23fbe,2023-06-02 16:17:23,29.61401975221449,34.327600453181184,46.375961192413605,86.86789034476422,1958.0,19.34334079693024,0.0362060693890772,compute,low,running
79,7d4c7219-ad83-45a1-bce5-1d86e053eca5,2023-06-15 21:22:43,11.872771895424403,60.85517787653287,633.1166609447629,360.46859523816727,9814.0,92.4937366168772,0.7528794010679412,io,low,completed
80,f28e785d-fd70-447a-9270-be20cd2c4f1a,2023-04-12 18:05:27,31.7983179393976,91.66303676897216,361.1641617739282,166.79527678018263,2865.0,13.632375744225866,,network,,completed
81,9d0ca4fd-0698-42df-ab43-aba6fcffa85b,2023-06-27 20:24:41,41.426299451467,9.428435190572635,206.48643595523995,383.058410929423,9583.0,35.71857311970764,0.5142053768611479,compute,high,completed
82,4cc8fbce-2a82-457b-833a-95ad4e9116df,2023-02-20 09:35:59,,59.969937004885566,352.21075243472546,181.68661479746868,,1.3219771016799498,0.2594396257240442,compute,high,waiting
83,9415380a-4126-4c49-95ae-5e891bb7e328,2023-06-06 04:31:09,69.24721193700198,63.53469478932388,,422.846934513905,9215.0,62.77812831585704,0.2453756716639691,,low,waiting
84,f0954f25-66de-44ec-a6d1-364f59d74c28,2023-06-13 08:45:26,56.66014542065752,,569.9168755142205,,,45.73132939635527,0.6263648676949152,network,medium,running
85,d711f1ea-82fa-4b7a-91c7-e357f8b1b43d,2023-07-19 08:50:35,26.53894909394454,10.046945407316166,880.7840801506828,278.0624663485098,9268.0,36.50234031272306,0.9754133864186952,io,high,waiting
86,,2023-05-06 06:13:48,52.32480534666997,59.05278914428264,226.63170975001037,393.0471627902586,9294.0,,0.402751973837139,,medium,waiting
87,,2023-06-08 13:24:59,9.394051075844168,91.00146016649856,,73.32197618211106,8099.0,76.83005736715322,0.1699910496385138,io,low,running
88,1744d96a-6b16-4931-987c-19dea5bcc617,2023-06-20 09:13:29,57.59464955561793,17.637967464617176,,138.20291529572947,3377.0,43.945937593056975,0.6476675181119781,io,medium,completed
89,91f99184-827a-4998-b75e-f5312a72f984,2023-05-03 23:49:45,92.9296197576214,69.80146154590422,26.30938055528564,106.72707958436872,7092.0,,0.197438944562862,compute,low,
90,7104f16b-1a51-4a04-8378-7f126073e3fb,2023-03-20 15:29:09,31.856895245132367,10.29420373733112,633.7403832346986,308.9966381164939,4891.0,1.7356857849980312,0.077737838433926,io,high,running
91,324f05f0-0e2d-4e89-a9a1-72de579614d3,2023-04-29 03:05:35,66.74103799636816,74.1843499503936,824.4758185609787,455.979224302587,3609.0,79.27773618313623,0.3896493527305072,io,medium,running
92,fac1cbf0-a7b9-496e-b759-739a7ad91d73,2023-07-01 09:28:52,13.179786240439215,46.21608889739094,454.781238647073,400.4471255979698,4476.0,70.65627645702982,0.662092535460556,compute,low,waiting
93,,2023-02-18 21:40:34,,,157.59820660426337,188.24312035720493,6269.0,,0.1444852539845735,compute,low,running
94,4fa3259d-f384-4306-8362-5304e414b782,,28.94060929472011,77.99844979793474,970.2919487055352,29.852022851112213,5250.0,1.3057460025412415,0.925744719524768,network,medium,running
95,ab051dd8-5498-49b1-a106-4af23af35547,2023-03-04 20:25:41,18.31913620071168,16.110977626435663,529.3430064260992,29.880274232582103,7852.0,96.99785890853909,0.9733203336883652,compute,low,waiting
96,33b0701d-1c57-4242-b932-36597ceff7c8,2023-04-09 23:43:10,,57.52351272181227,122.88853726553216,199.25132510120432,9469.0,54.53281252099398,0.1006323475584024,network,high,waiting
97,daf1b231-bbc6-476c-a972-d9d05d06569d,,2.0107546187493552,77.05691245082326,176.45980157512088,374.8908688137691,888.0,97.5559006641276,0.7364761918994934,compute,low,waiting
98,ddbd9bc0-df49-4c6f-800d-f24e5eae6160,2023-01-27 21:53:10,82.89400292173632,87.01923061036442,542.5548348586102,178.85636234341146,25.0,77.96019623118879,0.5193313196414083,io,low,running
99,0d5544fb-0ef2-4054-8958-71c3a49c8ece,2023-04-03 21:40:54,0.4695476192547065,33.85853161730594,348.8057204083409,415.71289292890697,711.0,11.452567260676982,0.3231539630740365,compute,,completed
100,b22a846d-4870-4900-b9d2-5a6966ac120a,2023-04-23 14:30:19,67.781653679623,4.289763004759939,31.7978556972488,22.97404455990565,8884.0,,0.5723905571677953,network,high,running
101,83db5e2c-9d19-4329-b368-bb41ec34d74a,,27.000797319216485,98.4790263646146,528.9193155147013,140.6795385296853,,,0.0959623641180886,io,medium,waiting
102,65c8b2ae-5008-4c1c-82de-f17f82ad4b9e,2023-02-21 07:56:43,73.5194022122595,65.02698053649641,289.9052071708622,282.5812049567958,1638.0,62.4072222144687,0.1571190579287893,network,high,running
103,8349c556-df26-4058-b074-7cf306df723c,2023-03-17 17:28:53,96.21885451174384,1.5545879136722895,933.8841454953008,,,14.444417445017956,0.1165705343118592,compute,medium,completed
104,57f1377e-0fb3-424b-ab60-a0dd2a26050d,2023-01-10 11:22:51,24.875314351995804,69.98463124238998,668.8237805431554,346.4723552967517,6927.0,10.61416050986763,0.6517350483033623,io,high,completed
105,3ccda746-edc8-4644-8708-ed5670f49c68,2023-03-09 06:11:47,57.61573344178369,20.024982139037363,611.5421020446637,43.34852630051495,3892.0,63.71638357521165,0.4736537575699034,network,high,waiting
106,6fd26e50-2c6e-433a-92b7-58ff30d3e7c2,2023-05-20 09:56:33,59.2041931271839,69.43359314537211,969.8421086177332,351.92181072678267,7690.0,76.44775406403667,0.4824839752435486,network,low,waiting
107,550dac41-1370-45b2-8e28-38c28d79df75,2023-05-24 14:26:37,57.22519057908734,29.80347824396485,499.0652954188034,123.74378979177698,,87.04135422094824,,network,medium,running
108,7661db27-d45b-4f8c-ac4f-f98698981b92,2023-03-24 10:20:12,22.308163264061832,13.850612685150686,963.0065502325604,80.88955031349255,5551.0,74.33652141493774,0.7681178276560313,io,high,waiting
109,3c7a103c-03a6-4a34-bdb7-8fc075b51210,2023-04-06 13:46:56,95.2749011516985,92.86385308703645,61.10591501366402,335.5783019154601,4567.0,78.74270933599841,0.9784111881654608,compute,low,running
110,b3b85134-a6a6-4e72-9ea2-3acbb9142b84,2023-01-14 22:18:29,44.71253786176273,11.453808138873944,617.0438474724873,286.916373228981,4582.0,63.65949071714305,0.9594409012768902,io,high,completed
111,d60bbb59-6b2f-4ea2-9145-ccc60bf52bba,2023-01-30 00:00:10,84.64086724711278,33.08773927707082,994.9378624436758,447.1987482921684,4661.0,3.405124274097815,0.057022900252268,io,medium,waiting
112,a229e4b0-29b7-412d-aa77-be34aa97b8b3,2023-06-18 23:43:40,69.94792753175044,10.386238931289329,20.909189706014853,416.52477409848575,8737.0,8.575356623676777,,network,low,completed
113,4fc36b60-4cfd-476b-82d2-0fff137dba40,2023-04-19 04:02:18,29.74369508551337,14.737781545327566,189.1474347180586,384.5754335498066,7825.0,53.45523572264326,0.2012242043974474,compute,high,
114,d2a73316-0d1a-4ddc-810b-6e9889d89ccb,2023-02-20 12:34:07,81.37978197024772,48.96957311313517,,337.1530460575964,2112.0,61.076446205424,0.183908663329163,network,low,completed
115,2cf93117-2c7d-4d4f-813e-47337611f7cf,,39.65057408469846,28.34257960329435,10.496462396744954,,2073.0,,0.0657529043723207,compute,,waiting
116,cd0e5dad-a59d-421c-8fec-06840aa429f1,2023-03-03 14:01:59,88.11031971111616,88.49900058466176,,164.0495361410826,869.0,69.56091890037358,,compute,low,waiting
117,f59cc790-d256-42d9-b3ab-83fdd84ff21b,2023-03-17 21:30:25,58.12728726358587,71.79510481634432,699.5292175147264,,6073.0,95.35984578311216,0.0371961799526554,network,medium,waiting
118,743af8b6-89e3-49f7-beae-bc2588b9875e,2023-03-05 01:48:36,88.17353618548528,9.645270214173806,,,583.0,91.2587693591889,,io,high,completed
119,4ca61f91-06d6-4455-9058-aabbf915fcc1,,69.25315900777659,46.43802785988685,767.0124301019017,2.687086085595592,5280.0,86.76077754273635,0.1295333905521734,io,low,completed
120,204be5e8-539c-40bd-b922-3bbdd42f2a04,2023-04-23 15:52:28,72.52542798196406,4.998698342749986,374.3988507716412,492.5515939245252,9399.0,9.055539048841688,0.6709131883734287,compute,high,waiting
121,95de1818-a228-49a9-8669-1630fd2ce84b,2023-06-21 10:49:32,50.13243819267023,72.14937459410105,642.0662840081635,493.7644998071367,5229.0,24.947280753698653,0.885732316824066,compute,,completed
122,,2023-03-02 23:12:27,95.6083634723224,44.04027955139471,237.04496073082848,105.23979368326296,7322.0,87.44816015840924,0.3574615686801192,io,low,
123,e815f934-58cf-4d89-8764-14048bae3dfa,2023-06-27 07:45:47,64.39901992296375,19.041777901249574,382.4415257006085,100.75015170406392,4607.0,45.74498870492071,0.458405852205929,io,low,waiting
124,041d6322-85d9-4901-b303-009f62ec2c8f,2023-06-26 21:52:33,42.38550485581797,,677.5125634112288,,8758.0,,0.6099612727729699,io,,running
125,b5f85cdf-db21-47bc-b48d-928b1418c96b,2023-04-14 09:14:59,60.639321412792434,,159.72793980139954,270.15324466823506,8749.0,57.83484028184137,0.3201528780532895,network,medium,running
126,413a5a96-a794-484b-9a2e-41e15493742c,2023-01-27 23:04:05,1.9193198309333528,89.6023718420428,653.3989103888748,1.1054979628530304,90.0,34.07344536781266,0.0929478078068067,io,low,running
127,,,30.15748166745493,75.73937921546046,100.53936527938434,22.262421217334797,,25.893295793245752,0.1264065460966454,,high,
128,7b428d17-6dbc-4ae7-a169-abe73e2f4d93,2023-06-28 23:41:19,66.01735374926851,15.351280896625374,169.27929077846727,151.39597814462618,6837.0,7.790832084234456,0.0484169241663093,network,medium,waiting
129,,2023-05-19 03:43:23,,,389.63772210630674,456.315458992916,3746.0,81.40709298630836,0.9069065692778376,compute,low,waiting
130,aaf886fd-412d-4358-af1a-84235db1a7d2,2023-04-29 20:58:39,61.80154289988416,58.48604702094381,448.1867346771023,449.3589710588448,5477.0,21.885574982699264,0.6827360474011808,compute,low,completed
131,2547bb77-11f5-4408-ba5c-b72fec717e9f,2023-05-24 06:16:10,42.87687009457662,2.300391594946938,840.7428984452955,,9354.0,17.864708485031645,0.0373325666124866,compute,low,completed
132,bf3edfaa-7355-4c48-9767-a495e78742aa,,13.547406422245023,61.45841680378792,348.94940720382186,77.15230898076442,7866.0,60.09557365625218,0.7260218062877024,,,completed
133,09bb4b7e-9aec-49d1-b18d-5e2a822470d5,2023-01-18 16:50:26,29.82823259560308,35.479140102460974,335.63696902275586,88.29902474603962,2683.0,39.32186908893422,0.956374421652883,io,medium,completed
134,,2023-06-03 21:47:40,56.99649107012649,22.77431187167013,942.2562672423664,413.5923132530552,9040.0,77.4841597977165,0.7796791681436,,low,running
135,c4577c79-bebc-4666-a239-e5021241a2f5,2023-03-28 13:42:13,,59.86488222691321,391.0373885217453,313.7918672669239,7490.0,66.41294938895197,0.5814352817635566,io,low,waiting
136,e8531f56-82ee-418b-8806-8326b294772f,2023-04-07 23:49:15,57.43252488495788,26.45059165821589,336.928989571794,232.787810743904,,23.07913480670105,0.9183496540912456,compute,low,completed
137,bb496d9f-c483-4124-a648-b4d6b312d2a2,2023-02-12 15:15:52,65.32008198571336,35.77099120191117,492.8520440881229,344.1772299815307,8121.0,98.01785191111512,0.9718880098582235,network,high,running
138,8f681a9f-77a0-4ede-aa05-e7bcd693012a,2023-05-08 11:59:50,65.21032700016889,36.57382806494252,710.8718906326151,,1340.0,,0.3826610604633796,compute,,waiting
139,54ba5ae5-7278-4863-95b0-ef2fae45b6c6,2023-03-14 19:28:36,43.14184354339739,,370.85190071303066,174.25163706809786,7647.0,32.54027803752144,0.1511617311994744,compute,medium,waiting
140,aa8d21e7-3703-4a27-bd87-1da022033080,2023-03-29 23:08:20,89.6546595851063,97.08323761627832,,25.67621335519221,5752.0,,0.9221683540717578,io,low,running
141,6417be25-0de9-4da7-9d78-d33448e9f460,2023-04-28 02:02:10,36.75618700478965,87.89890575423694,184.7566975300928,331.2705726927009,7572.0,61.13435059437556,0.6987054380859611,network,low,waiting
142,b6834ce7-9075-4079-9353-aa83fab793e7,2023-04-12 02:00:36,43.58649252656268,23.53984522534518,,405.2652081748996,5420.0,,0.2479361111130845,io,low,running
143,ab9c471d-245d-4648-af69-3c639587a332,2023-06-29 05:57:16,89.19233550156721,8.279673771085527,840.9009744298274,,8466.0,54.395026674129966,0.8214595640257429,io,low,completed
144,854af429-fb7e-43e2-b2b5-f4edd1f844c0,2023-06-02 17:14:26,80.61939890460857,84.43895514529048,582.6713539013313,109.50642040604076,4554.0,40.85459171335481,0.3398126983508122,compute,,completed
145,79a90349-3cc8-4780-a0aa-2dc8076653ad,,70.38885835403663,50.01592126370361,860.5374646453766,423.53071267199385,4805.0,64.81758155210835,0.1271484132445051,,medium,completed
146,8e5250b5-da5b-403d-b2b5-42a90dcbac76,2023-01-12 23:56:10,10.022688731230112,59.438973828401984,,225.4489377257109,,53.13631327075795,,io,low,completed
